price,speed,hd,ram,screen,cd,multi,premium,ads,trend,price
1894,66,107,2,14,yes,yes,yes,307,16,1894
2890,75,528,16,14,yes,no,yes,307,16,2890
1795,66,340,8,14,no,no,yes,307,16,1795
2644,50,528,16,14,yes,no,yes,307,16,2644
1725,33,212,4,17,no,no,yes,307,16,1725
1795,75,107,2,14,no,no,yes,307,16,1795
3244,100,528,16,14,yes,no,yes,307,16,3244
2395,75,426,8,14,yes,no,yes,307,16,2395
2259,25,212,4,17,no,no,no,307,16,2259
2599,66,450,8,15,yes,no,yes,307,16,2599
1695,50,340,8,14,no,no,yes,307,16,1695
3029,100,527,16,15,yes,yes,yes,307,16,3029
1639,33,120,4,14,no,no,no,307,16,1639
1694,25,214,4,14,yes,yes,yes,307,16,1694
2499,66,528,8,15,yes,no,yes,307,16,2499
1559,33,212,4,14,no,no,yes,307,16,1559
2590,50,528,16,14,yes,no,yes,307,16,2590
2720,100,528,8,14,yes,no,yes,307,16,2720
1570,33,340,4,15,no,no,yes,307,16,1570
2743,100,426,8,14,yes,yes,yes,307,16,2743
2189,33,212,4,15,no,no,no,307,16,2189
2090,75,214,4,14,no,no,yes,307,16,2090
1944,25,426,8,14,yes,no,yes,307,16,1944
1529,33,170,4,14,yes,yes,yes,307,16,1529
2494,25,528,16,14,yes,yes,yes,307,16,2494
2499,100,340,8,14,yes,no,yes,307,16,2499
2595,66,530,16,15,yes,no,yes,307,16,2595
1558,33,212,4,14,yes,yes,yes,307,16,1558
1395,25,340,8,14,no,no,yes,307,16,1395
1625,33,240,4,14,no,no,no,307,16,1625
2309,33,120,4,17,no,no,no,307,16,2309
1695,33,425,8,15,no,no,yes,307,16,1695
1844,33,214,4,14,no,no,yes,307,16,1844
2425,66,530,16,15,no,no,yes,307,16,2425
2550,66,340,8,15,yes,yes,yes,307,16,2550
1995,50,212,8,14,yes,yes,yes,307,16,1995
1765,66,340,4,14,yes,no,yes,307,16,1765
1890,75,107,2,15,no,no,yes,307,16,1890
1595,33,340,8,14,no,no,yes,307,16,1595
1995,100,107,2,14,no,no,yes,307,16,1995
2949,100,527,16,15,yes,no,yes,307,16,2949
1494,25,107,2,14,yes,yes,yes,307,16,1494
2490,75,426,8,14,yes,no,yes,307,16,2490
1894,50,420,4,15,yes,no,yes,307,16,1894
2495,50,528,16,14,yes,no,yes,307,16,2495
2149,66,212,4,14,no,no,no,307,16,2149
2244,50,426,8,14,yes,no,yes,307,16,2244
3229,66,527,8,14,no,no,no,307,16,3229
2490,33,528,16,15,yes,no,yes,307,16,2490
2425,100,425,8,15,yes,no,yes,307,16,2425
1890,25,426,8,14,yes,no,yes,307,16,1890
2044,25,426,8,14,yes,no,yes,307,16,2044
2290,25,528,16,14,yes,no,yes,307,16,2290
1790,50,214,4,15,no,no,yes,307,16,1790
3397,66,450,16,15,yes,yes,yes,307,16,3397
2595,66,528,16,14,yes,no,yes,307,16,2595
2259,50,340,4,14,no,no,no,307,16,2259
2075,66,425,8,15,yes,no,yes,307,16,2075
1195,25,107,2,14,no,no,yes,339,17,1195
2999,100,527,16,15,yes,no,yes,339,17,2999
1795,25,426,8,14,yes,no,yes,339,17,1795
1599,33,210,4,14,yes,no,yes,339,17,1599
1644,25,214,4,14,no,no,yes,339,17,1644
1639,33,120,4,14,no,no,no,339,17,1639
2690,100,426,8,14,yes,no,yes,339,17,2690
1644,50,107,2,14,no,no,yes,339,17,1644
2694,75,426,8,14,yes,yes,yes,339,17,2694
1690,66,107,2,15,no,no,yes,339,17,1690
1465,66,210,4,14,no,no,yes,339,17,1465
1790,50,214,4,14,no,no,yes,339,17,1790
3129,66,527,8,14,no,no,no,339,17,3129
1690,33,340,4,14,yes,yes,yes,339,17,1690
2195,25,528,16,14,yes,no,yes,339,17,2195
2344,66,426,8,14,yes,no,yes,339,17,2344
1999,33,420,8,14,yes,no,yes,339,17,1999
1995,33,340,8,15,yes,no,yes,339,17,1995
2299,100,452,8,15,yes,no,yes,339,17,2299
3244,100,528,16,14,yes,no,yes,339,17,3244
2249,100,420,8,14,yes,no,yes,339,17,2249
1995,33,540,8,14,yes,no,yes,339,17,1995
2499,66,340,4,14,no,no,no,339,17,2499
2625,66,530,8,17,yes,no,yes,339,17,2625
2095,50,426,8,14,yes,no,yes,339,17,2095
1795,75,107,2,14,no,no,yes,339,17,1795
1799,66,212,4,14,no,no,yes,339,17,1799
1844,66,107,2,14,no,no,yes,339,17,1844
2365,66,540,8,15,yes,no,yes,339,17,2365
1689,25,212,4,14,no,no,no,339,17,1689
1995,66,340,8,14,yes,yes,yes,339,17,1995
2044,75,107,2,14,no,no,yes,339,17,2044
1999,33,212,4,15,no,no,no,339,17,1999
1795,66,340,8,14,no,no,yes,339,17,1795
2394,50,426,8,14,yes,yes,yes,339,17,2394
1295,33,340,4,14,no,no,yes,339,17,1295
2609,33,212,4,17,no,no,no,339,17,2609
1944,66,214,4,14,no,no,yes,339,17,1944
1890,25,426,8,15,yes,no,yes,339,17,1890
2469,33,340,4,15,no,no,no,339,17,2469
2144,75,214,4,14,no,no,yes,339,17,2144
1495,50,107,2,14,no,no,yes,339,17,1495
1644,33,107,2,14,no,no,yes,339,17,1644
2669,50,340,8,14,no,no,no,339,17,2669
1899,50,340,8,15,yes,no,yes,339,17,1899
2090,33,528,8,14,yes,no,yes,339,17,2090
1879,33,340,8,15,yes,no,yes,339,17,1879
2429,100,420,8,15,yes,no,yes,339,17,2429
1695,50,340,8,14,no,no,yes,339,17,1695
2995,100,528,16,14,yes,no,yes,339,17,2995
2265,100,340,8,15,no,no,yes,339,17,2265
1559,33,212,4,14,no,no,yes,339,17,1559
1495,33,340,4,14,yes,no,yes,339,17,1495
1589,25,212,4,14,no,no,no,339,17,1589
2259,50,340,4,14,no,no,no,339,17,2259
2215,100,425,8,15,no,no,yes,339,17,2215
1795,100,210,4,14,no,no,yes,339,17,1795
1849,33,212,4,14,no,no,no,339,17,1849
2190,50,426,8,14,yes,no,yes,339,17,2190
1794,33,340,4,14,yes,yes,yes,339,17,1794
1690,33,214,4,14,no,no,yes,339,17,1690
1844,50,214,4,14,no,no,yes,339,17,1844
2090,75,214,4,15,no,no,yes,339,17,2090
2344,100,214,4,14,no,no,yes,339,17,2344
1260,33,210,4,15,no,no,yes,339,17,1260
2144,100,107,2,14,no,no,yes,339,17,2144
2199,100,340,8,14,no,no,yes,339,17,2199
2029,33,420,8,14,yes,yes,yes,339,17,2029
2509,50,340,4,15,no,no,no,339,17,2509
1490,25,214,4,15,no,no,yes,339,17,1490
2065,66,540,8,15,no,no,yes,339,17,2065
1899,33,420,8,14,yes,no,yes,339,17,1899
1495,33,340,4,14,no,no,yes,339,17,1495
1890,25,426,8,14,yes,no,yes,339,17,1890
2215,66,425,8,15,yes,yes,yes,339,17,2215
2090,100,107,2,14,no,no,yes,339,17,2090
2299,100,425,8,14,no,no,yes,339,17,2299
2904,66,340,8,17,yes,no,yes,339,17,2904
2425,66,340,8,17,yes,yes,yes,339,17,2425
1999,66,340,8,15,yes,no,yes,339,17,1999
2115,66,340,8,15,yes,no,yes,339,17,2115
2744,66,528,16,14,yes,no,yes,339,17,2744
1999,33,420,8,15,yes,no,yes,339,17,1999
1795,33,425,8,15,no,no,yes,339,17,1795
2290,66,426,8,14,yes,no,yes,339,17,2290
1890,66,214,4,15,no,no,yes,339,17,1890
2090,75,214,4,14,no,no,yes,339,17,2090
1550,66,210,4,15,no,no,yes,339,17,1550
1890,75,107,2,15,no,no,yes,339,17,1890
2894,100,426,8,14,yes,yes,yes,339,17,2894
1490,33,107,2,14,no,no,yes,339,17,1490
2244,50,426,8,14,yes,no,yes,339,17,2244
2544,33,528,16,14,yes,no,yes,339,17,2544
2695,66,528,8,15,yes,no,yes,339,17,2695
1915,66,425,8,15,no,no,yes,339,17,1915
2890,75,528,16,14,yes,no,yes,339,17,2890
2244,75,214,4,14,no,no,yes,339,17,2244
1399,33,210,4,14,yes,no,yes,339,17,1399
2399,66,212,4,15,no,no,no,339,17,2399
2444,25,528,16,14,yes,no,yes,339,17,2444
3799,66,527,8,17,no,no,no,339,17,3799
1395,33,107,2,14,no,no,yes,339,17,1395
2944,75,528,16,14,yes,no,yes,339,17,2944
1495,50,214,4,14,no,no,yes,339,17,1495
3144,100,528,16,14,yes,no,yes,339,17,3144
1595,66,107,2,14,no,no,yes,339,17,1595
2590,50,528,16,14,yes,no,yes,339,17,2590
2644,75,426,8,14,yes,no,yes,339,17,2644
1590,50,107,2,14,no,no,yes,339,17,1590
1945,66,340,8,15,no,no,yes,339,17,1945
1995,33,426,8,14,yes,no,yes,339,17,1995
1529,33,210,4,14,yes,yes,yes,339,17,1529
2425,100,425,8,15,yes,yes,yes,339,17,2425
2349,100,420,8,15,yes,no,yes,339,17,2349
2144,33,426,8,14,yes,no,yes,339,17,2144
2925,100,530,8,17,yes,no,yes,339,17,2925
2249,66,212,4,14,no,no,no,339,17,2249
2095,100,425,8,15,no,no,yes,339,17,2095
2094,25,426,8,14,yes,yes,yes,339,17,2094
2344,50,426,8,14,yes,no,yes,339,17,2344
1744,33,214,4,14,no,no,yes,339,17,1744
2195,100,214,4,14,no,no,yes,339,17,2195
1890,66,214,4,14,no,no,yes,339,17,1890
2794,50,528,16,14,yes,yes,yes,339,17,2794
2309,33,120,4,17,no,no,no,339,17,2309
1825,33,340,8,15,no,no,yes,339,17,1825
2845,100,540,8,17,yes,no,yes,339,17,2845
3499,100,1000,16,15,yes,no,yes,339,17,3499
1515,33,210,4,14,yes,no,yes,339,17,1515
2558,100,425,8,14,yes,yes,yes,339,17,2558
2690,100,528,8,14,yes,no,yes,339,17,2690
2244,100,107,2,14,no,no,yes,339,17,2244
2694,33,528,16,14,yes,yes,yes,339,17,2694
3239,50,340,8,17,no,no,no,339,17,3239
1849,33,340,4,14,no,no,no,339,17,1849
2644,33,528,16,14,yes,no,yes,339,17,2644
2195,66,426,8,14,yes,no,yes,339,17,2195
2419,33,212,4,17,no,no,no,339,17,2419
2569,50,340,8,14,no,no,no,339,17,2569
3019,66,340,8,15,no,no,no,339,17,3019
3149,66,527,16,17,yes,no,yes,339,17,3149
2090,33,426,8,14,yes,no,yes,339,17,2090
2545,100,530,8,15,yes,yes,yes,339,17,2545
1345,33,210,4,14,yes,no,yes,339,17,1345
2259,25,212,4,17,no,no,no,339,17,2259
2590,50,528,16,15,yes,no,yes,339,17,2590
2345,33,425,8,17,yes,yes,yes,339,17,2345
3049,100,527,16,15,yes,no,yes,339,17,3049
2744,50,528,16,14,yes,no,yes,339,17,2744
2395,33,528,16,14,yes,no,yes,339,17,2395
2379,100,420,8,14,yes,yes,yes,339,17,2379
2645,66,540,8,17,yes,no,yes,339,17,2645
1594,33,340,4,15,yes,no,yes,339,17,1594
2445,66,425,8,17,yes,yes,yes,339,17,2445
2099,33,420,8,14,yes,no,yes,339,17,2099
3090,100,528,16,14,yes,no,yes,339,17,3090
2575,100,530,8,15,yes,no,yes,339,17,2575
1739,33,120,4,14,no,no,no,339,17,1739
2044,25,426,8,14,yes,no,yes,339,17,2044
2425,33,540,8,17,yes,no,yes,339,17,2425
2290,100,214,4,14,no,no,yes,339,17,2290
1839,25,212,4,15,no,no,no,339,17,1839
1890,25,528,8,14,yes,no,yes,339,17,1890
1290,25,107,2,15,no,no,yes,339,17,1290
2290,25,528,16,14,yes,no,yes,339,17,2290
2399,100,420,8,14,yes,no,yes,339,17,2399
2595,66,528,16,14,yes,no,yes,339,17,2595
2494,25,528,16,14,yes,yes,yes,339,17,2494
2435,100,340,8,15,yes,no,yes,339,17,2435
2844,100,426,8,14,yes,no,yes,339,17,2844
2989,66,424,8,14,no,no,no,339,17,2989
2545,100,425,8,15,yes,yes,yes,339,17,2545
2343,66,426,8,14,yes,yes,yes,339,17,2343
1249,25,100,4,14,no,no,no,339,17,1249
1890,75,107,2,14,no,no,yes,339,17,1890
2179,66,425,8,14,no,no,yes,339,17,2179
1939,33,212,4,14,no,no,no,339,17,1939
2390,50,420,8,15,yes,yes,yes,339,17,2390
1595,33,214,4,14,no,no,yes,339,17,1595
2929,50,340,4,17,no,no,no,339,17,2929
1945,33,540,8,15,no,no,yes,339,17,1945
2175,33,340,8,17,no,no,yes,339,17,2175
3129,100,527,16,15,yes,yes,yes,339,17,3129
1625,33,240,4,14,no,no,no,339,17,1625
2355,66,340,8,15,yes,no,yes,339,17,2355
1925,33,340,4,17,no,no,yes,339,17,1925
3090,100,528,16,15,yes,no,yes,339,17,3090
2299,66,340,16,15,yes,no,yes,339,17,2299
3099,100,527,16,15,yes,no,yes,339,17,3099
2490,33,528,16,15,yes,no,yes,339,17,2490
2615,100,530,8,15,yes,no,yes,339,17,2615
2189,33,212,4,15,no,no,no,339,17,2189
2743,100,426,8,14,yes,yes,yes,339,17,2743
1399,33,210,4,14,no,no,yes,339,17,1399
2699,100,450,8,15,yes,no,yes,339,17,2699
1599,50,340,4,14,no,no,yes,339,17,1599
2149,66,212,4,14,no,no,no,339,17,2149
2499,100,420,8,14,yes,no,yes,339,17,2499
2495,50,528,16,14,yes,no,yes,339,17,2495
2343,66,426,8,14,yes,yes,yes,339,17,2343
2190,50,426,8,15,yes,no,yes,339,17,2190
1844,33,214,4,14,no,no,yes,339,17,1844
2690,100,426,8,15,yes,no,yes,339,17,2690
1344,25,107,2,14,no,no,yes,339,17,1344
1695,50,214,4,14,no,no,yes,339,17,1695
1175,33,210,4,14,no,no,yes,339,17,1175
1995,75,214,4,14,no,no,yes,339,17,1995
1944,75,107,2,14,no,no,yes,339,17,1944
2849,66,527,16,15,yes,no,yes,339,17,2849
2544,75,426,8,14,yes,no,yes,339,17,2544
3659,66,424,8,17,no,no,no,339,17,3659
1749,33,212,4,14,no,no,no,339,17,1749
3439,66,340,8,17,no,no,no,339,17,3439
1944,50,214,4,14,no,no,yes,339,17,1944
1990,50,420,4,14,yes,yes,yes,339,17,1990
3349,100,527,16,17,yes,no,yes,339,17,3349
2395,75,426,8,14,yes,no,yes,339,17,2395
2495,100,540,8,15,yes,no,yes,339,17,2495
2615,100,340,8,17,no,no,yes,339,17,2615
3089,66,424,8,14,no,no,no,339,17,3089
3294,100,528,16,14,yes,yes,yes,339,17,3294
2127,33,540,8,14,yes,yes,yes,339,17,2127
1444,25,107,2,14,no,no,yes,339,17,1444
2244,33,426,8,14,yes,no,yes,339,17,2244
2644,50,528,16,14,yes,no,yes,339,17,2644
2315,66,530,8,15,yes,no,yes,339,17,2315
2665,100,540,8,15,yes,no,yes,339,17,2665
3239,66,424,8,15,no,no,no,339,17,3239
2275,66,530,8,15,yes,no,yes,339,17,2275
2490,75,426,8,14,yes,no,yes,339,17,2490
2427,66,540,8,15,yes,yes,yes,339,17,2427
2690,66,528,16,14,yes,no,yes,339,17,2690
1509,25,120,4,15,no,no,no,339,17,1509
2899,66,527,16,15,yes,no,yes,339,17,2899
2195,66,426,8,14,yes,no,yes,339,17,2195
2044,66,214,4,14,no,no,yes,339,17,2044
1490,33,107,2,15,no,no,yes,339,17,1490
2344,25,528,16,14,yes,no,yes,339,17,2344
2894,66,528,16,14,yes,yes,yes,339,17,2894
2819,50,340,8,15,no,no,no,339,17,2819
1944,25,426,8,14,yes,no,yes,339,17,1944
3094,75,528,16,14,yes,yes,yes,339,17,3094
2095,66,425,8,15,yes,yes,yes,339,17,2095
1965,100,210,4,14,yes,no,yes,339,17,1965
3299,66,1000,16,15,yes,no,yes,339,17,3299
2090,100,107,2,15,no,no,yes,339,17,2090
2190,50,528,8,14,yes,no,yes,339,17,2190
1345,33,210,4,14,no,no,yes,339,17,1345
3304,66,420,16,17,yes,no,yes,339,17,3304
1499,33,210,4,14,yes,no,yes,339,17,1499
1725,33,340,4,17,no,no,yes,339,17,1725
2290,66,426,8,15,yes,no,yes,339,17,2290
2115,33,530,8,15,yes,yes,yes,339,17,2115
1690,33,214,4,15,no,no,yes,339,17,1690
1595,33,214,4,14,no,no,yes,339,17,1595
1595,33,340,8,14,no,no,yes,339,17,1595
1675,33,425,8,15,no,no,yes,339,17,1675
1744,66,107,2,14,no,no,yes,339,17,1744
3379,66,527,8,15,no,no,no,339,17,3379
2744,100,426,8,14,yes,no,yes,339,17,2744
1259,25,120,4,14,no,no,no,339,17,1259
2449,100,420,8,14,yes,no,yes,339,17,2449
2889,33,340,4,17,no,no,no,339,17,2889
1744,50,107,2,14,no,no,yes,339,17,1744
1635,66,210,4,14,yes,no,yes,339,17,1635
1929,25,120,4,17,no,no,no,339,17,1929
2627,100,540,8,15,yes,yes,yes,339,17,2627
2744,50,420,8,17,yes,no,yes,339,17,2744
1999,50,340,4,14,yes,yes,yes,339,17,1999
1795,66,425,8,15,no,no,yes,339,17,1795
2819,66,212,4,17,no,no,no,339,17,2819
2890,75,528,16,15,yes,no,yes,339,17,2890
1499,33,210,4,15,yes,no,yes,339,17,1499
2295,66,540,8,15,yes,no,yes,339,17,2295
2290,66,528,8,14,yes,no,yes,339,17,2290
2690,66,528,16,15,yes,no,yes,339,17,2690
1595,66,214,4,14,no,no,yes,339,17,1595
1359,25,120,4,14,no,no,no,339,17,1359
2490,75,426,8,15,yes,no,yes,339,17,2490
2490,75,528,8,14,yes,no,yes,339,17,2490
1995,33,426,8,14,yes,no,yes,339,17,1995
2115,33,425,8,15,yes,yes,yes,339,17,2115
2124,33,240,4,14,yes,yes,no,339,17,2124
1795,50,420,4,14,yes,no,yes,339,17,1795
3229,66,527,8,14,no,no,no,339,17,3229
2775,100,425,8,17,yes,yes,yes,339,17,2775
1395,25,340,8,14,no,no,yes,339,17,1395
1899,66,340,8,15,no,no,yes,339,17,1899
1490,25,214,4,14,no,no,yes,339,17,1490
2775,66,420,16,15,yes,no,yes,339,17,2775
2359,50,340,4,14,no,no,no,339,17,2359
1544,25,214,4,14,no,no,yes,339,17,1544
2795,75,528,16,14,yes,no,yes,339,17,2795
1995,33,425,8,15,yes,yes,yes,339,17,1995
2494,66,426,8,14,yes,yes,yes,339,17,2494
2970,66,420,16,15,yes,yes,yes,339,17,2970
2444,100,214,4,14,no,no,yes,339,17,2444
2529,100,420,8,14,yes,yes,yes,339,17,2529
2769,66,340,8,14,no,no,no,339,17,2769
1544,33,107,2,14,no,no,yes,339,17,1544
1995,100,107,2,14,no,no,yes,339,17,1995
2595,100,426,8,14,yes,no,yes,339,17,2595
3044,75,528,16,14,yes,no,yes,339,17,3044
1395,33,214,4,14,no,no,yes,339,17,1395
2444,66,426,8,14,yes,no,yes,339,17,2444
2294,33,426,8,14,yes,yes,yes,339,17,2294
1795,66,214,4,14,no,no,yes,339,17,1795
1430,33,210,4,15,no,no,yes,339,17,1430
1889,33,120,4,15,no,no,no,339,17,1889
2290,100,214,4,15,no,no,yes,339,17,2290
2215,66,530,8,15,yes,yes,yes,339,17,2215
2799,66,527,16,15,yes,no,yes,339,17,2799
2295,66,340,8,17,no,no,yes,339,17,2295
2195,50,420,8,15,yes,no,yes,339,17,2195
1594,33,340,4,14,yes,yes,yes,339,17,1594
1290,25,107,2,14,no,no,yes,339,17,1290
2319,33,340,4,14,no,no,no,339,17,2319
2039,33,212,4,14,no,no,no,339,17,2039
1395,25,214,4,14,no,no,yes,339,17,1395
2929,66,527,16,15,yes,yes,yes,339,17,2929
1690,66,107,2,14,no,no,yes,339,17,1690
1590,50,107,2,15,no,no,yes,339,17,1590
2844,66,528,16,14,yes,no,yes,339,17,2844
2490,33,528,16,14,yes,no,yes,339,17,2490
1195,25,214,4,14,no,no,yes,339,17,1195
2869,66,340,8,14,no,no,no,339,17,2869
2385,100,540,8,15,no,no,yes,339,17,2385
1880,100,210,4,15,no,no,yes,339,17,1880
2349,100,420,8,14,yes,no,yes,339,17,2349
2550,66,340,8,15,yes,yes,yes,339,17,2550
1495,33,340,4,14,yes,yes,yes,339,17,1495
1790,50,214,4,15,no,no,yes,339,17,1790
2090,33,426,8,15,yes,no,yes,339,17,2090
1894,50,420,4,15,yes,no,yes,339,17,1894
2143,33,426,8,14,yes,yes,yes,339,17,2143
2219,33,340,4,14,no,no,no,339,17,2219
2499,75,340,16,15,yes,no,yes,339,17,2499
1925,33,340,4,17,yes,yes,yes,339,17,1925
2290,25,528,16,15,yes,no,yes,339,17,2290
2599,100,527,8,15,yes,no,yes,273,18,2599
2190,100,214,4,14,no,no,yes,273,18,2190
1359,25,120,4,14,no,no,no,273,18,1359
1999,33,527,4,14,yes,no,yes,273,18,1999
1740,33,214,4,14,no,no,yes,273,18,1740
2493,33,528,16,14,yes,yes,yes,273,18,2493
2127,33,540,8,14,yes,yes,yes,273,18,2127
2599,100,420,8,15,yes,no,yes,273,18,2599
3095,66,1080,16,15,yes,no,yes,273,18,3095
2349,100,420,8,15,yes,no,yes,273,18,2349
1379,33,340,4,14,no,no,yes,273,18,1379
2775,66,540,16,15,yes,yes,yes,273,18,2775
2718,75,428,16,17,yes,no,yes,273,18,2718
2243,66,426,8,14,yes,yes,yes,273,18,2243
2854,100,528,16,14,yes,no,yes,273,18,2854
2093,33,426,8,14,yes,yes,yes,273,18,2093
1625,33,240,4,14,no,no,no,273,18,1625
2943,100,528,16,14,yes,yes,yes,273,18,2943
2499,100,450,8,15,yes,no,yes,273,18,2499
2343,33,528,16,14,yes,yes,yes,273,18,2343
1694,33,214,4,14,yes,yes,yes,273,18,1694
1618,33,340,4,17,no,no,yes,273,18,1618
2345,33,528,16,14,yes,no,yes,273,18,2345
1399,33,210,4,14,yes,no,yes,273,18,1399
2758,33,170,4,17,no,no,no,273,18,2758
2044,33,426,8,14,yes,no,yes,273,18,2044
2045,33,540,8,15,yes,no,yes,273,18,2045
1995,66,540,8,15,no,no,yes,273,18,1995
2795,33,1000,24,14,yes,no,yes,273,18,2795
1599,50,340,4,14,no,no,yes,273,18,1599
2099,66,420,8,15,yes,no,yes,273,18,2099
2199,100,340,8,14,no,no,yes,273,18,2199
2695,66,540,16,15,yes,no,yes,273,18,2695
2818,100,428,16,17,yes,no,yes,273,18,2818
2395,100,426,8,14,yes,no,yes,273,18,2395
2065,33,540,8,15,yes,no,yes,273,18,2065
1740,33,214,4,15,no,no,yes,273,18,1740
2029,33,420,4,14,yes,yes,yes,273,18,2029
2093,33,426,8,14,yes,yes,yes,273,18,2093
3243,66,1000,24,14,yes,yes,yes,273,18,3243
3745,66,2100,16,15,yes,no,yes,273,18,3745
2189,50,212,4,14,no,no,no,273,18,2189
2399,75,428,16,15,yes,no,yes,273,18,2399
2338,33,170,4,15,no,no,no,273,18,2338
2799,66,527,16,15,yes,no,yes,273,18,2799
1895,50,420,4,14,yes,yes,yes,273,18,1895
1554,33,214,4,14,no,no,yes,273,18,1554
3095,66,1000,24,14,yes,no,yes,273,18,3095
2499,66,340,4,14,no,no,no,273,18,2499
2040,33,426,8,14,yes,no,yes,273,18,2040
1995,33,540,8,14,yes,no,yes,273,18,1995
2999,100,528,16,17,yes,no,yes,273,18,2999
3093,33,1000,24,14,yes,yes,yes,273,18,3093
3543,100,1000,24,14,yes,yes,yes,273,18,3543
2454,100,426,8,14,yes,no,yes,273,18,2454
1854,33,426,8,14,yes,no,yes,273,18,1854
1690,33,340,4,17,no,no,yes,273,18,1690
1865,66,425,8,15,no,no,yes,273,18,1865
1995,66,340,8,14,yes,yes,yes,273,18,1995
2854,33,1000,24,14,yes,no,yes,273,18,2854
1494,25,214,4,14,yes,yes,yes,273,18,1494
2590,66,528,16,14,yes,no,yes,273,18,2590
1899,33,420,4,14,yes,no,yes,273,18,1899
2543,100,426,8,14,yes,yes,yes,273,18,2543
1645,33,214,4,14,no,no,yes,273,18,1645
1689,33,212,4,14,no,no,no,273,18,1689
3415,66,1080,16,17,yes,no,yes,273,18,3415
1699,50,340,8,15,yes,no,yes,273,18,1699
1890,33,528,8,14,yes,no,yes,273,18,1890
2749,100,420,8,17,yes,no,yes,273,18,2749
2185,33,425,8,15,yes,yes,yes,273,18,2185
2018,50,340,8,17,yes,no,yes,273,18,2018
2938,50,340,4,15,no,no,no,273,18,2938
1599,33,210,4,14,yes,no,yes,273,18,1599
2254,33,528,16,14,yes,no,yes,273,18,2254
1299,33,210,4,14,no,no,yes,273,18,1299
2040,33,528,8,14,yes,no,yes,273,18,2040
2465,66,540,8,17,yes,no,yes,273,18,2465
2558,25,212,4,17,no,no,no,273,18,2558
1529,33,210,4,14,yes,yes,yes,273,18,1529
2145,66,540,8,15,yes,no,yes,273,18,2145
1795,66,214,4,14,no,no,yes,273,18,1795
2945,33,1000,24,14,yes,no,yes,273,18,2945
2440,33,528,16,15,yes,no,yes,273,18,2440
2385,33,1080,8,15,no,no,yes,273,18,2385
3358,50,340,4,17,no,no,no,273,18,3358
1999,33,420,4,14,yes,no,yes,273,18,1999
1945,33,426,8,14,yes,no,yes,273,18,1945
2555,66,540,8,15,yes,yes,yes,273,18,2555
1595,33,340,8,14,no,no,yes,273,18,1595
3004,33,1000,24,14,yes,no,yes,273,18,3004
2390,33,540,8,17,yes,no,yes,273,18,2390
2305,66,425,8,15,yes,yes,yes,273,18,2305
2095,66,540,8,15,no,no,yes,273,18,2095
2427,66,540,8,15,yes,yes,yes,273,18,2427
2744,66,528,16,14,yes,no,yes,273,18,2744
1594,33,340,4,14,yes,yes,yes,273,18,1594
2129,66,420,8,14,yes,yes,yes,273,18,2129
1899,66,250,4,15,yes,yes,yes,273,18,1899
2194,33,426,8,14,yes,no,yes,273,18,2194
1798,33,340,4,17,no,no,yes,273,18,1798
2004,33,426,8,14,yes,no,yes,273,18,2004
1999,33,420,4,15,yes,no,yes,273,18,1999
2658,50,212,4,15,no,no,no,273,18,2658
1288,33,340,4,15,no,no,yes,273,18,1288
1495,33,214,4,14,no,no,yes,273,18,1495
2499,100,428,16,15,yes,no,yes,273,18,2499
2040,33,426,8,15,yes,no,yes,273,18,2040
2795,100,528,16,14,yes,no,yes,273,18,2795
2485,66,1080,8,15,no,no,yes,273,18,2485
2890,33,1000,24,15,yes,no,yes,273,18,2890
2455,33,540,8,15,yes,yes,yes,273,18,2455
1679,33,340,8,15,yes,no,yes,273,18,1679
1468,33,340,4,15,no,no,yes,273,18,1468
1998,33,340,8,17,yes,no,yes,273,18,1998
1499,33,210,4,14,yes,no,yes,273,18,1499
2199,66,420,8,14,yes,no,yes,273,18,2199
1495,33,340,4,14,no,no,yes,273,18,1495
1999,66,420,8,14,yes,no,yes,273,18,1999
3190,66,1000,24,14,yes,no,yes,273,18,3190
1899,66,340,8,15,no,no,yes,273,18,1899
2118,66,340,8,17,yes,no,yes,273,18,2118
2099,33,420,4,14,yes,no,yes,273,18,2099
1645,33,214,4,14,no,no,yes,273,18,1645
1745,66,425,8,15,no,no,yes,273,18,1745
2290,33,528,16,15,yes,no,yes,273,18,2290
2688,33,212,4,17,no,no,no,273,18,2688
2440,33,528,16,14,yes,no,yes,273,18,2440
1704,33,214,4,14,no,no,yes,273,18,1704
2830,100,540,8,17,yes,no,yes,273,18,2830
2943,33,1000,24,14,yes,yes,yes,273,18,2943
2299,66,428,16,15,yes,no,yes,273,18,2299
2265,33,540,8,15,yes,no,yes,273,18,2265
1249,25,100,4,14,no,no,no,273,18,1249
2190,66,528,8,14,yes,no,yes,273,18,2190
3015,66,1080,16,15,no,no,yes,273,18,3015
2635,66,1080,8,15,yes,no,yes,273,18,2635
2190,66,426,8,15,yes,no,yes,273,18,2190
1895,33,540,8,15,no,no,yes,273,18,1895
1849,33,340,4,14,no,no,no,273,18,1849
2449,100,527,8,15,yes,no,yes,273,18,2449
2629,100,420,8,15,yes,yes,yes,273,18,2629
1595,66,214,4,14,no,no,yes,273,18,1595
1795,66,340,8,14,no,no,yes,273,18,1795
1938,25,120,4,15,no,no,no,273,18,1938
2365,33,540,8,17,yes,no,yes,273,18,2365
1495,33,340,4,14,yes,yes,yes,273,18,1495
